state,prod_year,rate_class,num_oil_wells,oil_prod_BBL,ADgas_prod_MCF,oil_wells_dayson,num_gas_wells,NAgas_prod_MCF,conden_prod_BBL,gas_wells_dayson
LA,2009,10,299,2044745,2013188,105811,665,30409810,261945,237023
LA,2009,11,236,1986691,1550671,81335,617,34201240,270707,218190
LA,2009,12,357,3738569,3748479,125703,921,66041236,472029,331112
LA,2009,13,218,2899437,2926039,75945,628,58045660,429220,225012
LA,2009,14,436,9266889,8825430,154033,1348,188991231,1598501,475249
LA,2009,15,236,9620846,9480534,82194,670,176691888,1988842,228769
LA,2009,16,96,7692622,7189596,32610,308,156919176,1999641,100420
LA,2009,17,21,2922873,5509951,6875,255,236915096,2411067,73295
LA,2009,18,8,2549386,4793366,2920,214,286493729,2226201,44768
LA,2009,19,0,0,0,0,79,152042245,1676612,13182
LA,2009,20,0,0,0,0,6,43973576,595760,1856
LA,2009,21,0,0,0,0,0,0,0,0
LA,2009,22,0,0,0,0,0,0,0,0
LA,2008,1,11870,1279282,149339,4277665,8115,5094246,6726,2922406
LA,2008,2,1552,739118,101232,551620,656,1879048,14943,232526
LA,2008,3,1140,1087528,326538,401772,658,3815319,49635,231511
LA,2008,4,672,1089881,478248,237286,564,5603400,65456,201024
LA,2008,5,510,1140258,708285,180305,446,6096843,85078,158659
LA,2008,6,381,1073184,827412,135545,420,7602644,99648,151336
LA,2008,7,303,1041791,719824,106658,385,8426488,102518,137004
LA,2008,8,377,1558998,1348648,132608,526,14092059,167909,186531
LA,2008,9,424,2241115,2088713,149060,778,26932100,306990,275867
LA,2008,10,303,2046015,1945599,106167,588,26383890,265896,208196
LA,2008,11,263,2201854,1987954,92445,530,29614178,256497,189496
LA,2008,12,311,3167984,3573866,108124,862,60279631,476924,303540
LA,2008,13,227,3040706,2976298,79332,671,60444966,456211,235619
LA,2008,14,454,9198867,8792807,157841,1496,205738890,1771187,509842
LA,2008,15,229,9061398,8437208,76355,915,218908457,2005080,276239
LA,2008,16,100,7134342,9098519,31671,428,183212424,2962898,121498
LA,2008,17,34,4714786,7612762,11410,173,159046217,2313821,51295
LA,2008,18,6,1770637,3106095,2196,74,119278320,1978806,20416
LA,2008,19,3,1582129,3284703,1098,34,105059400,2043983,9335
LA,2008,20,0,0,0,0,10,70835548,1223568,2809
LA,2008,21,0,0,0,0,1,13564679,227691,366
LA,2008,22,0,0,0,0,0,0,0,0
LA,2007,1,11604,1277949,152175,4188465,8163,5779115,7735,2936376
LA,2007,2,1480,715894,95160,530481,695,2044990,11758,246235
LA,2007,3,1073,1017898,290105,377326,597,3379930,46156,208009
LA,2007,4,643,1043050,428683,226491,543,5300012,71503,189268
LA,2007,5,512,1158191,664773,181554,479,6519543,82543,168227
LA,2007,6,375,1066452,707358,132616,379,6610889,93091,133034
LA,2007,7,297,1019782,759672,104657,380,8144455,100222,132308
LA,2007,8,367,1551226,1124840,129472,445,11945219,146100,158349
LA,2007,9,421,2232109,2054045,147495,639,21672151,276265,223344
LA,2007,10,290,1993824,1981802,103484,563,25163524,245345,197777
LA,2007,11,214,1757156,1817794,75043,499,27431794,279485,176608
LA,2007,12,317,3303533,3071456,110543,743,51349305,448883,259281
LA,2007,13,205,2683605,2902256,71121,613,53741587,480027,211454
LA,2007,14,493,10211041,10069263,173029,1442,192158384,1721929,482618
LA,2007,15,240,9395735,10905721,81109,949,226033533,2262474,284225
LA,2007,16,100,7674604,10218330,34324,420,180823003,2563431,118660
LA,2007,17,30,4148861,5131458,9679,178,156106108,2916398,52907
LA,2007,18,19,6210446,9009637,6542,74,127533311,2580718,22579
LA,2007,19,2,750333,1434279,396,36,136686118,2359469,12357
LA,2007,20,0,0,0,0,7,57677981,654972,2403
LA,2007,21,0,0,0,0,1,14291661,301939,365
LA,2007,22,0,0,0,0,0,0,0,0
LA,2006,1,11575,1310253,155126,4132927,8225,6188554,8046,2951679
LA,2006,2,1434,703700,86918,508658,730,2145973,13287,257338
LA,2006,3,1104,1041785,351268,385145,541,3029825,36602,187390
LA,2006,4,642,1045771,480043,227114,482,4637704,59275,167735
LA,2006,5,473,1065641,687758,168811,408,5588735,72274,144015
LA,2006,6,421,1236554,713715,150857,360,6309612,86024,126441
LA,2006,7,291,998388,782271,103510,319,6871881,92043,112514
LA,2006,8,325,1386086,1009932,115189,440,11788038,133771,155191
LA,2006,9,406,2156712,1891743,142655,605,20766427,268932,214342
LA,2006,10,271,1865402,1651731,95571,491,22004711,240633,174046
LA,2006,11,222,1839717,1923869,79593,374,20454695,213755,131532
LA,2006,12,267,2800138,3092196,95240,693,48204240,423388,242963
LA,2006,13,169,2276256,2110463,58494,521,46763551,401126,183348
LA,2006,14,414,8310316,9146782,142875,1320,177147822,1520893,442740
LA,2006,15,248,9989984,10589709,84217,866,215198583,2059494,269607
LA,2006,16,103,7353879,8761833,32325,452,201389238,2542670,130483
LA,2006,17,34,4343473,4702973,9805,173,147613389,2567897,48393
LA,2006,18,10,2757087,3647686,3134,111,203345916,4270523,34059
LA,2006,19,5,2527208,3212036,1312,33,115942733,2710185,10374
LA,2006,20,0,0,0,0,5,43949513,775179,1735
LA,2006,21,0,0,0,0,1,13770060,126,334
LA,2006,22,0,0,0,0,0,0,0,0
LA,2005,1,11604,1300244,110916,4169431,8225,6420101,3771,2970784
LA,2005,2,1441,692242,110007,511622,683,1977448,11777,242863
LA,2005,3,1047,1006106,289487,368504,514,2851636,33075,175759
LA,2005,4,640,1049834,433289,226950,449,4335878,60104,156971
LA,2005,5,425,963344,509627,150424,379,5184393,66385,132666
LA,2005,6,397,1150461,703954,141705,345,6239619,64911,122771
LA,2005,7,337,1148717,909401,118762,302,6421829,77155,104570
LA,2005,8,400,1679028,1361653,141857,381,10246816,130053,135994
LA,2005,9,460,2444174,2252600,162973,531,17906549,271026,187301
LA,2005,10,324,2186986,2324134,114941,501,22204999,251364,176174
LA,2005,11,242,2052995,1746348,85131,363,19626514,237606,127863
LA,2005,12,287,3022661,3083471,101859,613,42336737,407832,214680
LA,2005,13,202,2745639,2686479,70803,443,38986890,360884,153491
LA,2005,14,409,8656441,8007740,143851,1219,164007762,1517467,407644
LA,2005,15,206,8661969,8906545,70332,822,198728258,1973025,250714
LA,2005,16,110,8475671,9737842,36697,429,192396930,2157004,124484
LA,2005,17,38,5233880,7182009,11446,215,185262629,3041111,63337
LA,2005,18,13,3317494,3730129,3865,86,158813963,3329473,26301
LA,2005,19,2,1206505,3771470,671,32,116404322,2200770,10380
LA,2005,20,1,1034092,2693667,365,7,50871911,1104473,2434
LA,2005,21,0,0,0,0,0,0,0,0
LA,2005,22,0,0,0,0,0,0,0,0
LA,2004,1,11430,1296771,100917,4142819,8163,6704291,3192,2962438
LA,2004,2,1389,676193,106196,494666,690,1976300,12450,242092
LA,2004,3,1034,1012521,289718,363817,516,2923969,30097,180033
LA,2004,4,604,978548,395569,212267,390,3727866,52009,135324
LA,2004,5,452,1009092,646198,160604,379,5139594,72858,133006
LA,2004,6,367,1032602,724726,128490,308,5424636,62529,107599
LA,2004,7,282,979645,687802,99945,277,5950331,76796,97024
LA,2004,8,379,1588270,1330610,135016,339,8869523,103095,117062
LA,2004,9,457,2446483,2287175,163289,551,18856576,260296,196543
LA,2004,10,309,2112401,2037648,109915,414,18006754,221988,144325
LA,2004,11,258,2104404,2188561,90001,368,19672779,236501,127797
LA,2004,12,336,3562086,3659503,119651,569,39245097,442494,200666
LA,2004,13,229,3106694,3204256,81617,389,34369882,379921,136859
LA,2004,14,468,9720166,9270089,164701,1098,150079938,1500122,375159
LA,2004,15,237,9589522,8913710,82054,712,170290260,1859675,216451
LA,2004,16,119,9397477,9980063,40112,459,203770649,2864225,133538
LA,2004,17,51,7824307,9257494,16144,225,188215706,2995072,63543
LA,2004,18,12,2722846,5258639,3388,99,169245565,3085472,27748
LA,2004,19,1,531853,898424,366,44,171562991,4226175,14488
LA,2004,20,2,2107535,10216360,732,12,81678381,1153018,3936
LA,2004,21,0,0,0,0,0,0,0,0
LA,2004,22,0,0,0,0,0,0,0,0
LA,2003,1,11280,1262882,126304,4069368,8089,7057107,4318,2930901
LA,2003,2,1391,674381,91018,498928,712,2042977,11694,253652
LA,2003,3,1099,1057934,294807,388831,525,2820566,36951,179346
LA,2003,4,633,1032829,446756,225127,359,3476042,46793,125490
LA,2003,5,459,1033011,580146,161701,330,4503342,64262,116273
LA,2003,6,373,1077867,625282,132089,294,5066795,70911,102002
LA,2003,7,259,886407,590514,90204,268,5637811,86359,93119
LA,2003,8,352,1470352,1272665,125697,353,9322521,141914,125826
LA,2003,9,476,2521754,2441092,169560,503,17403351,217731,178630
LA,2003,10,355,2438981,2432504,126774,389,16737805,261882,135375
LA,2003,11,224,1852703,2013308,79995,348,18648738,258467,123338
LA,2003,12,341,3529959,3883843,120510,499,33606976,444796,174127
LA,2003,13,233,3074819,3496997,82060,406,35714556,384586,141483
LA,2003,14,536,11169970,11480097,188985,1050,143913360,1601522,360161
LA,2003,15,265,10434216,10492913,88217,651,161350323,1964175,205964
LA,2003,16,117,8906521,8932891,39129,380,177073303,2338336,114312
LA,2003,17,47,6917912,7580536,15455,207,188716486,3611201,63587
LA,2003,18,16,3891099,8220541,4993,106,192164011,4213316,32360
LA,2003,19,2,653065,1227171,426,50,184265206,4616560,15373
LA,2003,20,1,1119114,3545192,365,9,70526412,588676,2802
LA,2003,21,2,4232927,21652250,730,0,0,0,0
LA,2003,22,0,0,0,0,0,0,0,0
LA,2002,1,11517,1279508,141453,4154967,7886,7070941,2547,2843756
LA,2002,2,1383,655925,132598,486229,870,2466557,9507,313242
LA,2002,3,1132,1088125,305162,401792,514,2835662,31281,179645
LA,2002,4,651,1080039,421591,231274,328,3120887,49621,113398
LA,2002,5,522,1178244,663540,185099,288,3891519,48438,99635
LA,2002,6,402,1149894,741632,141968,321,5387883,94765,110687
LA,2002,7,267,913764,674991,93792,253,5347974,81937,88901
LA,2002,8,326,1333817,1114073,113892,349,9223315,125706,123512
LA,2002,9,509,2678822,2554428,179077,480,16214738,234947,169384
LA,2002,10,343,2344153,2388684,122414,389,17059192,254531,139001
LA,2002,11,265,2184974,2225086,93473,327,17332728,248196,114664
LA,2002,12,339,3483664,3856510,118865,518,35321895,440021,182341
LA,2002,13,231,3135890,3554395,82881,389,33912738,446492,136011
LA,2002,14,557,11495309,12721591,194150,1005,136523493,1663583,350254
LA,2002,15,270,11199062,11660294,94237,640,162742341,2093041,210108
LA,2002,16,107,8123066,9596118,35838,403,192115757,2468660,124272
LA,2002,17,55,7629313,13725401,17621,210,189438976,3890305,64400
LA,2002,18,12,3103514,3994426,3683,87,162863640,3403342,26782
LA,2002,19,1,479250,740203,365,46,175411177,4602700,15098
LA,2002,20,1,1359755,4646161,365,14,109023718,3062889,5110
LA,2002,21,2,4315903,18905997,730,1,6390440,57,122
LA,2002,22,0,0,0,0,0,0,0,0
LA,2001,1,11438,1279321,112900,4120018,7878,7097984,6493,2844692
LA,2001,2,1409,691491,103726,502176,936,2673612,9552,328190
LA,2001,3,1120,1092521,283492,393165,540,2907981,31864,185112
LA,2001,4,664,1083594,426158,234102,309,2884422,49311,106027
LA,2001,5,498,1137132,576516,177258,304,3913535,68863,103678
LA,2001,6,432,1242692,820387,153750,278,4833927,62306,96478
LA,2001,7,279,952260,753114,98055,227,4777786,62307,78144
LA,2001,8,398,1681565,1233449,140260,326,8273589,142726,113316
LA,2001,9,481,2542053,2418436,170474,469,15775331,240286,164617
LA,2001,10,392,2650664,2710037,138381,378,16489044,247256,133044
LA,2001,11,259,2167306,2288258,93437,289,15163906,246262,101686
LA,2001,12,401,4219581,4329048,141862,493,33030424,470327,171860
LA,2001,13,259,3481217,3724096,91554,388,33205219,495314,135246
LA,2001,14,598,12394501,14264550,209663,1020,137841430,1742002,349799
LA,2001,15,292,11775863,12805000,101543,732,183593189,2406055,234427
LA,2001,16,140,10617307,13597635,47404,391,181694942,2595366,119232
LA,2001,17,56,7922021,14152464,17898,241,221990589,4411001,74106
LA,2001,18,24,6083894,10437783,7644,101,173440770,5537355,30994
LA,2001,19,5,1590264,4314394,1281,49,198049766,3275361,16186
LA,2001,20,2,974807,4498637,427,20,154575448,4873496,6999
LA,2001,21,1,1484737,6608413,306,2,22591269,653526,518
LA,2001,22,0,0,0,0,0,0,0,0
LA,2000,1,11537,1288613,120838,4156267,6834,6299422,10258,2464090
LA,2000,2,1488,732244,91766,529855,1358,3925687,8986,482414
LA,2000,3,1238,1240132,261657,439045,695,3803697,31049,241128
LA,2000,4,660,1106803,375352,234960,318,3013205,41747,108510
LA,2000,5,474,1080698,536137,167836,255,3321687,62213,88932
LA,2000,6,401,1121400,772066,139771,241,4079633,66323,82865
LA,2000,7,340,1182465,954029,121938,223,4619563,74163,77318
LA,2000,8,359,1521156,1092557,126205,318,8373042,128929,113071
LA,2000,9,515,2722257,2631152,180826,426,14128516,215220,148104
LA,2000,10,341,2311534,2500549,121598,338,14670893,235950,119614
LA,2000,11,297,2475369,2638247,106259,311,16672962,248503,110655
LA,2000,12,391,4151321,3955954,139074,441,29871098,400379,154331
LA,2000,13,278,3700223,3741379,97199,366,32218292,413849,128803
LA,2000,14,617,12813199,13822980,219452,994,136950485,1780609,345853
LA,2000,15,311,12745960,12861858,106765,689,176908486,2373903,228147
LA,2000,16,142,10677936,14142924,47651,400,188205233,2598737,121430
LA,2000,17,53,6930007,15405167,16904,220,205852974,3596177,68340
LA,2000,18,37,10217953,19206339,12387,97,172314206,5109197,29932
LA,2000,19,4,1507354,3950671,1191,50,188146685,5250345,16019
LA,2000,20,0,0,0,0,17,125416271,4769706,5614
LA,2000,21,0,0,0,0,4,59059321,155860,1312
LA,2000,22,0,0,0,0,0,0,0,0
LA,1999,1,11832,1226499,135731,4247361,6697,6125160,4776,2410121
LA,1999,2,1485,734557,100610,527836,1401,4137034,6672,505818
LA,1999,3,1128,1141246,247792,399303,644,3659977,22915,223924
LA,1999,4,621,1008981,387926,217565,373,3523487,48325,129229
LA,1999,5,511,1170340,531906,181064,226,3021524,41539,77431
LA,1999,6,396,1158568,671315,140361,233,3925809,59201,79496
LA,1999,7,309,1091325,763816,110983,202,4226415,70051,70561
LA,1999,8,420,1773329,1401658,149191,276,7082340,99229,94682
LA,1999,9,532,2828660,2662756,188013,411,13977442,201293,145011
LA,1999,10,356,2441445,2392667,127132,314,13590218,187030,109578
LA,1999,11,267,2200080,2221311,94164,285,14932404,247458,99853
LA,1999,12,428,4630449,4305273,153897,439,29858020,336498,153265
LA,1999,13,279,3878732,3296177,99217,348,29443852,457970,120076
LA,1999,14,616,13026892,13169697,218263,954,131568769,1570242,331327
LA,1999,15,318,13217676,14153998,111056,729,191697579,2678166,246980
LA,1999,16,125,9498649,12210692,42831,413,193773141,2957594,130019
LA,1999,17,66,9620473,15866705,22788,216,196139674,3390194,65553
LA,1999,18,33,8374246,16103211,10653,84,150032588,3535827,26607
LA,1999,19,11,4973402,14753837,3502,54,190420028,5430764,16586
LA,1999,20,0,0,0,0,19,138661755,4697377,6541
LA,1999,21,0,0,0,0,4,53241240,792565,1309
LA,1999,22,0,0,0,0,0,0,0,0
LA,1998,1,13292,1386774,155436,4749456,6533,6042415,4923,2344528
LA,1998,2,1600,796217,82317,569059,1504,4406615,7716,542054
LA,1998,3,1164,1132394,171993,409515,694,3777373,28002,240011
LA,1998,4,796,1293983,414029,280468,304,2721092,38476,98923
LA,1998,5,553,1254274,561569,194395,273,3324799,51345,86410
LA,1998,6,435,1230429,676618,150035,217,3753434,47683,74945
LA,1998,7,359,1232990,838214,125484,197,4102808,67332,68211
LA,1998,8,397,1659879,1270133,139229,266,6980413,99547,93405
LA,1998,9,591,3161214,2823241,209579,425,14137252,222595,148024
LA,1998,10,449,3047131,2965865,157780,331,14339080,231913,116398
LA,1998,11,323,2635161,2752504,113445,241,12666591,208841,84443
LA,1998,12,462,4843500,4596534,162500,432,28338560,408372,148265
LA,1998,13,276,3779992,3883782,99248,340,29064489,426986,118256
LA,1998,14,700,14838908,14156301,247755,957,129894819,1832793,327844
LA,1998,15,355,14453825,14600606,124198,735,189812934,2381318,241413
LA,1998,16,157,11912243,15046104,53187,518,261646077,3856480,171555
LA,1998,17,62,9003827,14301279,20210,234,219344679,3352617,72500
LA,1998,18,52,12941769,31488078,15989,99,183857187,4115028,32101
LA,1998,19,12,3593885,11937831,2591,46,163742373,5596647,14407
LA,1998,20,0,0,0,0,20,129775268,3578263,6209
LA,1998,21,0,0,0,0,6,79974961,1547589,2100
LA,1998,22,0,0,0,0,0,0,0,0
LA,1997,1,12626,1458334,113216,4503591,6471,6114056,2376,2336465
LA,1997,2,1886,932704,61067,672832,1439,4285131,4380,515652
LA,1997,3,1289,1259550,189136,449971,696,3875488,21958,238632
LA,1997,4,864,1420037,429955,304701,278,2623328,35641,95276
LA,1997,5,563,1284184,540998,197742,241,3162579,46882,82805
LA,1997,6,464,1332566,748523,162811,200,3312678,52945,67363
LA,1997,7,372,1298205,840512,131483,193,3923315,68051,65474
LA,1997,8,436,1801542,1343914,150716,274,7097013,111961,96141
LA,1997,9,590,3159284,2719185,207941,377,12653883,205125,132214
LA,1997,10,545,3778312,3274745,193196,302,13230063,189595,106642
LA,1997,11,352,2920174,2738030,123474,255,13104052,181364,86191
LA,1997,12,473,4954695,4635502,165619,407,27190412,394877,143046
LA,1997,13,354,4835065,4519407,124553,289,24835838,356740,100649
LA,1997,14,737,15476650,13847722,256675,900,123210632,1718157,308929
LA,1997,15,424,16829558,15215036,140619,795,205582018,3091273,264606
LA,1997,16,167,11569123,13788244,51917,578,278058206,3985135,182103
LA,1997,17,78,10815658,13820209,22958,271,252737751,3978083,83701
LA,1997,18,30,6688772,14007894,8130,122,232836761,4807487,39680
LA,1997,19,17,5580766,12450334,3627,55,203517667,6244737,17953
LA,1997,20,1,164020,299427,61,15,104268004,2899563,4989
LA,1997,21,0,0,0,0,5,68309214,1260188,1644
LA,1997,22,0,0,0,0,0,0,0,0
LA,1996,1,12880,1581612,96054,4598194,6511,6183947,3414,2352165
LA,1996,2,2062,1010923,66779,736344,1514,4507021,5640,545791
LA,1996,3,1293,1269737,258218,453583,697,3928485,20443,246859
LA,1996,4,871,1436291,430734,306937,321,3099481,32089,111201
LA,1996,5,559,1282743,511813,195678,230,3017142,41997,78404
LA,1996,6,482,1402192,758406,170214,195,3211284,60226,66541
LA,1996,7,371,1292510,733570,128670,193,4065827,57377,67033
LA,1996,8,459,1899621,1395850,157977,272,7062450,117017,96288
LA,1996,9,645,3481288,2990054,227367,383,12509767,220728,133192
LA,1996,10,509,3488286,3141715,179855,303,12875298,184685,103788
LA,1996,11,399,3342056,3115648,140935,229,12048730,177322,79818
LA,1996,12,521,5589447,5258292,184883,381,25266762,371756,132829
LA,1996,13,366,5084849,4640246,131090,288,24668749,368039,99639
LA,1996,14,777,16640345,15589129,276242,865,118408217,1668381,298047
LA,1996,15,421,17191351,16612453,145585,742,194533371,2654251,247347
LA,1996,16,171,13240253,13820026,55375,534,270720763,4193552,175493
LA,1996,17,68,9112808,10685033,20293,266,258215471,3989648,85094
LA,1996,18,31,6812447,10127829,8458,137,250952504,5084539,42464
LA,1996,19,7,3610493,7031724,2318,57,198457281,6606499,17880
LA,1996,20,2,466723,1360366,183,22,170912195,4627729,7324
LA,1996,21,0,0,0,0,3,51761949,517824,1098
LA,1996,22,0,0,0,0,0,0,0,0
LA,1995,1,12650,1571399,112019,4533641,6276,6194255,5191,2253180
LA,1995,2,2137,1040488,86515,757228,1695,5021671,5546,610590
LA,1995,3,1409,1372066,258399,494860,793,4523808,19138,280096
LA,1995,4,821,1324787,378089,284991,322,2968143,38817,108417
LA,1995,5,637,1445622,614924,222599,231,3005013,45907,78466
LA,1995,6,471,1359469,761536,165049,184,3204954,43485,64108
LA,1995,7,418,1447776,890046,145613,205,4212024,71681,70618
LA,1995,8,446,1887734,1268769,156505,233,6030257,78586,80797
LA,1995,9,675,3631670,3257727,240455,376,12412906,196824,129738
LA,1995,10,552,3776773,3567072,195837,306,12682547,231055,105544
LA,1995,11,391,3278699,2856784,137416,248,12972118,204004,85853
LA,1995,12,582,6201233,5875194,206801,392,25197298,407666,133065
LA,1995,13,364,5002060,4623644,129512,307,26512730,371566,106983
LA,1995,14,880,18695312,17184065,311102,802,108406583,1576224,275646
LA,1995,15,399,16436564,14799086,138357,770,206457553,2807783,263298
LA,1995,16,182,13872610,14748061,60251,509,262989387,4034896,171778
LA,1995,17,55,7820594,8883018,17960,232,231471985,3854106,77022
LA,1995,18,28,6800304,9779639,8314,130,258488270,4669633,43362
LA,1995,19,8,3154861,7774709,2041,41,159502239,3338307,13299
LA,1995,20,2,1154148,3225216,426,16,117039853,2456909,4931
LA,1995,21,0,0,0,0,5,60796037,588961,1312
LA,1995,22,0,0,0,0,0,0,0,0
LA,1994,1,13028,1596684,107835,4647708,6110,5974276,8602,2200738
LA,1994,2,2268,1122056,85397,804308,1855,5489646,5215,670616
LA,1994,3,1414,1365573,252580,490022,915,5223432,22651,321008
LA,1994,4,875,1399370,452476,301105,351,3351397,30137,119463
LA,1994,5,602,1368876,578420,208993,247,3256429,46164,84440
LA,1994,6,542,1577016,806075,190376,199,3224754,63987,66936
LA,1994,7,407,1401778,880796,141042,212,4353028,62595,71035
LA,1994,8,518,2127153,1675666,179640,256,6505061,109006,89206
LA,1994,9,713,3841711,3085977,250468,369,12149335,205380,127764
LA,1994,10,542,3720166,3207072,190606,281,11671819,204176,96834
LA,1994,11,425,3602714,3641903,152836,249,13032785,224947,87414
LA,1994,12,649,6838847,6770032,229322,360,23902668,399573,126577
LA,1994,13,438,5928405,5682604,153712,320,27395302,415407,111411
LA,1994,14,922,19617930,18386582,326803,837,115652257,1755852,291068
LA,1994,15,453,19083216,17352872,159971,760,200395961,3042735,255906
LA,1994,16,173,13871578,14118709,59604,528,275698435,3705324,178873
LA,1994,17,46,6764381,8949671,15462,250,244323080,3878183,82070
LA,1994,18,16,4607936,6172171,4992,129,254388333,5776329,43090
LA,1994,19,2,894598,336155,518,43,168894061,3638568,14452
LA,1994,20,0,0,0,0,18,139541190,3754560,6027
LA,1994,21,0,0,0,0,1,14393126,116868,365
LA,1994,22,0,0,0,0,0,0,0,0
LA,1993,1,13095,1702706,96346,4669634,6002,5948583,10746,2163126
LA,1993,2,2681,1307207,83761,954781,1984,5926594,9409,718079
LA,1993,3,1567,1515899,255755,549466,934,5422401,19611,329658
LA,1993,4,932,1506675,434565,322452,375,3496015,34905,127013
LA,1993,5,698,1582662,653637,243296,256,3211702,43961,83970
LA,1993,6,524,1496297,797351,181251,205,3393854,54390,69219
LA,1993,7,453,1573388,935302,157321,171,3602932,60820,60190
LA,1993,8,569,2340099,1743098,197817,280,6957178,120099,95156
LA,1993,9,787,4177981,3246209,271525,347,11494940,189260,120743
LA,1993,10,616,4172353,3750431,214784,330,13800025,285889,115486
LA,1993,11,451,3777650,3542093,159018,242,12276794,230863,82997
LA,1993,12,699,7399091,7151569,246106,358,24039779,394268,127052
LA,1993,13,477,6546201,6242600,170572,327,27343560,453978,111983
LA,1993,14,1003,21446490,18857498,354167,868,120283691,1959746,304287
LA,1993,15,502,20656147,18833636,175575,760,207449256,3016322,263383
LA,1993,16,208,16786740,15630557,70889,493,260577499,3970666,168515
LA,1993,17,54,8529344,9316931,18953,256,260536740,4546331,85953
LA,1993,18,7,1836256,3885250,2282,112,230463322,4820484,38912
LA,1993,19,3,1641287,1611787,913,57,226429687,5482150,19897
LA,1993,20,1,609147,3536128,365,12,88925972,2027967,4380
LA,1993,21,0,0,0,0,5,81022783,661302,1825
LA,1993,22,0,0,0,0,0,0,0,0
LA,1992,1,13033,1731087,105330,4684912,5893,5958391,11465,2126435
LA,1992,2,2908,1435432,91556,1039448,2049,6289581,7709,742843
LA,1992,3,1772,1717007,297024,619032,1007,5938970,20524,357449
LA,1992,4,1009,1638971,524952,351301,388,3694683,37366,134433
LA,1992,5,679,1550219,647106,238013,270,3493070,61474,92325
LA,1992,6,540,1567353,755615,188324,219,3575176,61900,73198
LA,1992,7,465,1599049,1005258,161951,150,2932008,56464,49618
LA,1992,8,615,2592891,1847628,215865,268,6954066,106394,93962
LA,1992,9,807,4391159,3388490,284249,371,12073472,230559,129556
LA,1992,10,624,4277159,3829921,219344,298,12801332,208486,104916
LA,1992,11,538,4542421,4248849,191635,231,11836616,200368,79017
LA,1992,12,732,7739855,7135321,256253,408,27296754,450845,143647
LA,1992,13,503,6792826,6343270,175953,277,24276196,403283,98604
LA,1992,14,1098,23643363,19467771,386670,888,120719349,1990580,306845
LA,1992,15,484,20509381,17334883,170298,792,215485582,3263837,273705
LA,1992,16,196,15646304,15978302,67966,492,253019526,3944796,167630
LA,1992,17,55,8430630,10034144,18641,253,265720112,4518437,88301
LA,1992,18,12,4044767,4542986,4392,113,237723593,4448631,39713
LA,1992,19,1,538976,484223,366,64,262713903,6391793,22358
LA,1992,20,0,0,0,0,13,112780662,3024130,4758
LA,1992,21,0,0,0,0,3,34466325,4737,763
LA,1992,22,0,0,0,0,0,0,0,0
LA,1991,1,12886,1778030,174224,4609675,5796,5754182,9000,2070517
LA,1991,2,3175,1552277,111957,1135579,2158,6384156,8697,776248
LA,1991,3,1889,1828980,317416,659347,1147,6534054,22384,402900
LA,1991,4,1033,1683251,484280,357304,483,4628924,35147,164617
LA,1991,5,694,1542813,714238,238775,275,3471356,55359,91323
LA,1991,6,600,1722945,874421,208775,246,4024744,81825,84331
LA,1991,7,471,1654437,1054313,166184,198,4061971,56497,66905
LA,1991,8,634,2675847,1850355,223090,257,6386941,115886,87158
LA,1991,9,851,4597934,3843520,299237,370,12089362,224284,128308
LA,1991,10,691,4830565,3972187,244636,302,12560902,213819,103370
LA,1991,11,494,4184979,3589323,174310,268,14031767,248919,94498
LA,1991,12,757,8134859,7096799,268049,432,28323136,494943,148654
LA,1991,13,518,7144356,6064989,181810,296,24919718,438035,103097
LA,1991,14,1072,23213763,17880528,374783,871,118904370,1878599,301871
LA,1991,15,515,20992100,18724204,179495,826,223277512,2949852,283411
LA,1991,16,184,14292128,13584500,61585,524,275675609,3866823,179030
LA,1991,17,67,10091532,13953075,22162,266,269354202,4822442,90393
LA,1991,18,18,4386752,8140714,5813,137,275350692,4670787,47278
LA,1991,19,4,2702538,673997,1460,63,259431542,6043333,22178
LA,1991,20,0,0,0,0,11,77214147,2484257,3741
LA,1991,21,0,0,0,0,0,0,0,0
LA,1991,22,0,0,0,0,0,0,0,0
LA,1990,1,12436,1706684,233197,4450116,5439,5521317,3206,1942262
LA,1990,2,3414,1677999,122333,1223252,2354,7044763,6633,849015
LA,1990,3,2026,1960374,299540,706520,1283,7339446,26071,448185
LA,1990,4,1016,1657722,497409,350395,498,4775350,35715,168741
LA,1990,5,729,1614496,671424,249062,341,4531404,49055,115730
LA,1990,6,555,1581677,830397,190839,287,4680821,85026,96101
LA,1990,7,469,1627940,987999,162491,225,4431439,84592,75207
LA,1990,8,646,2719746,1900460,226318,260,6535493,103163,88268
LA,1990,9,900,4899317,3960409,318721,400,13209376,225868,138172
LA,1990,10,696,4831550,4276322,246521,308,12453922,197518,102181
LA,1990,11,555,4630765,4176710,194938,271,13872394,221237,92375
LA,1990,12,738,7898693,6284421,258298,435,27960533,436376,147144
LA,1990,13,511,6987149,6091898,178856,301,25505862,441267,104482
LA,1990,14,1167,24987439,19099933,407841,922,124567354,2062530,319223
LA,1990,15,541,22315470,18353063,189039,836,222293883,2987989,281452
LA,1990,16,175,13461973,12073854,57423,604,317713539,4488240,204723
LA,1990,17,55,8395796,10240756,18745,300,305532135,5024474,101008
LA,1990,18,20,6070143,9940253,7300,137,264206058,4406607,44947
LA,1990,19,2,1294711,758049,730,64,248930815,5649586,21845
